source_osm,target_osm,street_name,capacity,u_lat,u_lon,v_lat,v_lon
42449653,42433097,West 188th Street,200,40.8542096,-73.9317889,40.853685,-73.930539
42449653,42449654,Wadsworth Avenue,600,40.8542096,-73.9317889,40.8548307,-73.931322
42449653,42436293,Wadsworth Avenue,600,40.8542096,-73.9317889,40.853582,-73.932228
42449654,42443486,West 189th Street,200,40.8548307,-73.931322,40.855157,-73.932092
42449654,42449656,Wadsworth Avenue,600,40.8548307,-73.931322,40.8554227,-73.9308767
42449654,42449653,Wadsworth Avenue,600,40.8548307,-73.931322,40.8542096,-73.9317889
42449656,42433115,West 190th Street,200,40.8554227,-73.9308767,40.854908,-73.929644
42449656,42437944,Wadsworth Avenue,600,40.8554227,-73.9308767,40.856077,-73.9304068
42449656,42449654,Wadsworth Avenue,600,40.8554227,-73.9308767,40.8548307,-73.931322
42449683,42453986,Park Avenue,1800,40.7489553,-73.9798682,40.7495623,-73.9794227
42449683,561042192,East 37th Street,1000,40.7489553,-73.9798682,40.7490334,-73.980051
42449685,42446942,East 37th Street,1000,40.7476401,-73.9767589,40.7483124,-73.9783419
42449685,42449938,3rd Avenue,1800,40.7476401,-73.9767589,40.7482498,-73.9763154
42449689,6166413694,Unnamed Street,3500,40.7463256,-73.9736516,40.7456301,-73.9731825
42449689,42442918,East 37th Street,1000,40.7463256,-73.9736516,40.7466849,-73.9744963
42449689,42454006,Tunnel Approach Street,200,40.7463256,-73.9736516,40.7469395,-73.9732058
42449801,42427143,West 170th Street,200,40.8439081,-73.9427146,40.8434507,-73.9416342
42449801,42447419,Haven Avenue,200,40.8439081,-73.9427146,40.8432059,-73.9429517
42449804,42435002,Haven Avenue,200,40.8453393,-73.9423607,40.8446105,-73.9424729
42449804,42427150,West 172nd Street,200,40.8453393,-73.9423607,40.844695,-73.9408022
42449817,42433298,Washington Square East,200,40.7301561,-73.9960614,40.730721,-73.9955665
42449828,42453220,West 117th Street,200,40.801342,-73.945968,40.8026735,-73.949123
42449828,42437174,5th Avenue,1000,40.801342,-73.945968,40.800665,-73.946462
42449833,596776474,East 117th Street,200,40.7999317,-73.942619,40.8000383,-73.9428721
42449833,42439488,Park Avenue,1800,40.7999317,-73.942619,40.8005608,-73.9421598
42449840,42447201,East 117th Street,200,40.7986248,-73.9395221,40.7993112,-73.9411335
42449840,42439490,3rd Avenue,1800,40.7986248,-73.9395221,40.7992528,-73.9390621
42449843,42439498,1st Avenue,1800,40.7966814,-73.934912,40.7973103,-73.9344558
42449843,42443088,East 117th Street,200,40.7966814,-73.934912,40.7976795,-73.9372797
42449874,42453613,Avenue D,600,40.7198786,-73.978792,40.7199869,-73.9787229
42449874,42453365,East Houston Street,1800,40.7198786,-73.978792,40.7192576,-73.9772402
42449874,42437118,Columbia Street,200,40.7198786,-73.978792,40.7175542,-73.9799952
42449886,42453104,East 11th Street,200,40.7313284,-73.988621,40.731968,-73.9902172
42449886,42446533,3rd Avenue,1800,40.7313284,-73.988621,40.7319665,-73.9881565
42449886,42430886,3rd Avenue,1800,40.7313284,-73.988621,40.7307259,-73.9890608
42449890,42446875,3rd Avenue,1800,40.7346235,-73.9862217,40.7352124,-73.9857941
42449890,42431459,3rd Avenue,1800,40.7346235,-73.9862217,40.7339818,-73.9866911
42449890,42455465,East 16th Street,200,40.7346235,-73.9862217,40.734012,-73.984773
42449893,42434358,East 19th Street,200,40.7363822,-73.9849431,40.7370554,-73.9865427
42449893,42439170,3rd Avenue,1800,40.7363822,-73.9849431,40.7369675,-73.9845133
42449893,42437283,3rd Avenue,1800,40.7363822,-73.9849431,40.7357989,-73.9853657
42449918,42446275,3rd Avenue,1800,40.741363,-73.9813211,40.7419813,-73.9808707
42449918,42446932,East 27th Street,200,40.741363,-73.9813211,40.7420359,-73.9829129
42449926,42446933,East 31st Street,600,40.7438323,-73.9795193,40.7445045,-73.9811202
42449926,42449314,3rd Avenue,1800,40.7438323,-73.9795193,40.7444537,-73.9790654
42449928,42446935,East 33rd Street,200,40.745065,-73.9786187,40.7457461,-73.9802235
42449928,42445378,3rd Avenue,1800,40.745065,-73.9786187,40.7457391,-73.978127
42449932,13416532079,East 36th Street,1000,40.7470237,-73.9772081,40.7469833,-73.977113
42449932,42449685,3rd Avenue,1800,40.7470237,-73.9772081,40.7476401,-73.9767589
42449938,42445661,3rd Avenue,1800,40.7482498,-73.9763154,40.7488906,-73.9758481
42449938,42453999,East 38th Street,200,40.7482498,-73.9763154,40.7478756,-73.9754367
42449947,42446971,East 43rd Street,200,40.7514615,-73.9739708,40.7521215,-73.9755534
42449947,12463559806,3rd Avenue,1800,40.7514615,-73.9739708,40.7520749,-73.9735225
42449954,42446986,East 47th Street,200,40.7539543,-73.9721493,40.7546132,-73.9737339
42449954,42448813,3rd Avenue,1800,40.7539543,-73.9721493,40.7545778,-73.9716937
42449956,42442952,East 50th Street,1000,40.7558333,-73.9707763,40.754877,-73.96852
42449956,42440463,3rd Avenue,1800,40.7558333,-73.9707763,40.7564579,-73.9703198
42449961,42436707,3rd Avenue,1800,40.7570985,-73.9698517,40.7577077,-73.9694066
42449961,42442955,East 52nd Street,200,40.7570985,-73.9698517,40.7561457,-73.9676181
42449963,42442957,East 54th Street,1000,40.7583399,-73.9689446,40.757381,-73.966702
42449963,42448379,3rd Avenue,1800,40.7583399,-73.9689446,40.75896,-73.9684914
42449971,42442961,East 58th Street,1000,40.7609399,-73.9670376,40.7599916,-73.9648028
42449971,4288677093,3rd Avenue,1800,40.7609399,-73.9670376,40.7615618,-73.966589
42449982,42442963,East 62nd Street,200,40.7634317,-73.9652142,40.7624971,-73.9629831
42449982,42429980,3rd Avenue,1800,40.7634317,-73.9652142,40.764057,-73.9647558
42449985,42442977,East 65th Street,600,40.7653085,-73.9638433,40.7643672,-73.9616072
42449985,5542680310,3rd Avenue,1800,40.7653085,-73.9638433,40.7658448,-73.9634512
42449991,42447076,East 69th Street,200,40.7678128,-73.9620159,40.7684894,-73.9636212
42449991,42429690,3rd Avenue,1800,40.7678128,-73.9620159,40.7684416,-73.9615751
42450009,42443020,East 76th Street,200,40.7723386,-73.9587132,40.7714057,-73.956491
42450009,42446472,3rd Avenue,1800,40.7723386,-73.9587132,40.7729798,-73.9582574
42450015,42438503,3rd Avenue,1800,40.7742888,-73.9572919,40.7749679,-73.9567951
42450015,42447105,East 79th Street,1000,40.7742888,-73.9572919,40.7749669,-73.9588958
42450015,42443027,East 79th Street,1000,40.7742888,-73.9572919,40.7733539,-73.9550691
42450025,42447115,East 81st Street,200,40.7755929,-73.9563382,40.7762807,-73.957939
42450025,42439403,3rd Avenue,1800,40.7755929,-73.9563382,40.776235,-73.9558695
42450028,42447132,East 85th Street,200,40.7781411,-73.9544774,40.7788196,-73.9560836
42450028,42429338,3rd Avenue,1800,40.7781411,-73.9544774,40.7788275,-73.9539771
42450030,42447136,East 87th Street,200,40.7794971,-73.9534887,40.7801748,-73.9550942
42450030,42445740,3rd Avenue,1800,40.7794971,-73.9534887,40.7801285,-73.9530275
42450035,42447144,East 91st Street,200,40.7820144,-73.9516502,40.7826939,-73.953256
42450035,42448735,3rd Avenue,1800,40.7820144,-73.9516502,40.7826302,-73.9511964
42450037,4163883691,East 93rd Street,200,40.783269,-73.9507524,40.7839392,-73.9523473
42450037,42444500,3rd Avenue,1800,40.783269,-73.9507524,40.7839085,-73.9502957
42450044,42443054,East 96th Street,1000,40.7851967,-73.9493302,40.7842494,-73.9470901
42450044,42449007,3rd Avenue,1800,40.7851967,-73.9493302,40.7858875,-73.9488279
42450044,42447166,East 96th Street,1000,40.7851967,-73.9493302,40.7858747,-73.9509302
42450048,6181480033,3rd Avenue,1800,40.7865037,-73.9483878,40.7871229,-73.9479214
42450052,42438953,3rd Avenue,1800,40.7877536,-73.9474623,40.7883857,-73.9469991
42450055,42450057,3rd Avenue,1800,40.7908925,-73.945171,40.791572,-73.944675
42450055,42447179,East 105th Street,200,40.7908925,-73.945171,40.7915775,-73.9467764
42450057,42443068,East 106th Street,1000,40.791572,-73.944675,40.7906269,-73.9424329
42450057,7777321715,3rd Avenue,1800,40.791572,-73.944675,40.7922463,-73.9441827
42450057,42447182,East 106th Street,1000,40.791572,-73.944675,40.7922499,-73.9462871
42450061,42447187,East 109th Street,200,40.7934995,-73.9432689,40.794183,-73.9448716
42450061,42434385,3rd Avenue,1800,40.7934995,-73.9432689,40.794128,-73.9428091
42450066,42447192,East 111th Street,200,40.7947603,-73.9423475,40.7954494,-73.9439488
42450066,42449422,3rd Avenue,1800,40.7947603,-73.9423475,40.7954069,-73.9418755
42450071,42449840,3rd Avenue,1800,40.7979386,-73.9400272,40.7986248,-73.9395221
42450071,42447199,East 116th Street,600,40.7979386,-73.9400272,40.7986336,-73.9416222
42450071,42443085,East 116th Street,600,40.7979386,-73.9400272,40.7970162,-73.9377697
42450080,42447206,East 121st Street,200,40.8011427,-73.9376942,40.80182,-73.9392953
42450080,42445196,3rd Avenue,1800,40.8011427,-73.9376942,40.8017666,-73.9372351
42450083,42447207,East 123rd Street,200,40.802397,-73.93677,40.8030771,-73.9383782
42450083,42438774,3rd Avenue,1800,40.802397,-73.93677,40.8030279,-73.9363134
42450089,42447208,East 127th Street,200,40.8050065,-73.9348832,40.8056792,-73.9364782
42450089,9153702893,3rd Avenue,200,40.8050065,-73.9348832,40.8056429,-73.9343963
42450089,42443118,East 127th Street,1000,40.8050065,-73.9348832,40.8040729,-73.9326682
42450275,42433107,West 189th Street,200,40.853724,-73.928692,40.85431,-73.930082
42450275,42455337,Audubon Avenue,600,40.853724,-73.928692,40.854321,-73.928254
42450275,42455335,Audubon Avenue,600,40.853724,-73.928692,40.8531,-73.929147
42450290,42436296,Bennett Avenue,200,40.8555926,-73.9342626,40.8545099,-73.9346217
42450325,42430167,King Street,200,40.727601,-74.002513,40.727664,-74.003155
42450325,42439335,MacDougal Street,200,40.727601,-74.002513,40.7268704,-74.0031066
42450341,42445039,West 58th Street,600,40.7697859,-73.9880556,40.7685979,-73.9852202
42450341,42440935,10th Avenue,1800,40.7697859,-73.9880556,40.7704036,-73.9875948
42450352,42430747,West 58th Street,200,40.7721482,-73.993661,40.7709867,-73.9909124
42450352,247123651,12th Avenue,200,40.7721482,-73.993661,40.7727862,-73.9932091
42450426,42445936,East 54th Street,1000,40.7610471,-73.9753806,40.7603711,-73.9737664
42450426,42436700,5th Avenue,1000,40.7610471,-73.9753806,40.7604084,-73.9758441
42450434,42440966,10th Avenue,1800,40.7671828,-73.9899624,40.7678263,-73.989495
42450434,42445033,West 54th Street,1000,40.7671828,-73.9899624,40.7659937,-73.9871254
42450456,42446138,East 106th Street,1000,40.794285,-73.951111,40.7936162,-73.9495058
42450456,42456708,5th Avenue,1000,40.794285,-73.951111,40.793608,-73.951602
42450460,596776201,East 106th Street,1000,40.7929011,-73.9477434,40.7930118,-73.948012
42450460,42445817,Park Avenue,1800,40.7929011,-73.9477434,40.7935411,-73.9472775
42450468,42433513,East 106th Street,200,40.7896284,-73.9400642,40.7887043,-73.9378563
42450468,42436653,1st Avenue,1800,40.7896284,-73.9400642,40.790905,-73.939132
42450468,42443068,East 106th Street,1000,40.7896284,-73.9400642,40.7906269,-73.9424329
42450634,371188320,FDR Drive,3500,40.7639358,-73.953183,40.7610958,-73.9561062
42450641,42424142,FDR Drive,1000,40.7703078,-73.9477641,40.769641,-73.9484005
42450641,42451744,East 79th Street,1000,40.7703078,-73.9477641,40.7704153,-73.9480635
42450814,42454010,East 38th Street,200,40.7457826,-73.9704329,40.7462999,-73.9716752
42450814,6176628861,FDR Drive,1800,40.7457826,-73.9704329,40.745191,-73.9709232
42450820,42423296,FDR Drive,3500,40.7155522,-73.976182,40.7125226,-73.9777588
42450820,589101921,Unnamed Street,3500,40.7155522,-73.976182,40.7133306,-73.9774417
42451018,42439191,Avenue C,1800,40.7342008,-73.9748747,40.7327494,-73.9744435
42451332,371188756,Unnamed Street,3500,40.7602322,-73.9576236,40.76089,-73.9561742
42451332,3785575833,FDR Drive,600,40.7602322,-73.9576236,40.7596406,-73.958169
42451370,42452994,Morris Street,200,40.7066739,-74.0159381,40.7064654,-74.0151189
42451370,246911576,West Street,3500,40.7066739,-74.0159381,40.7070752,-74.0157726
42451375,42451370,West Street,1800,40.7050741,-74.0164593,40.7066739,-74.0159381
42451465,42423307,FDR Drive,3500,40.7093658,-73.9935802,40.71075,-73.9814926
42451564,3099326127,West 129th Street,200,40.8102846,-73.9435449,40.8103559,-73.9437153
42451564,42453253,Malcolm X Boulevard,1000,40.8102846,-73.9435449,40.8109081,-73.9430908
42451593,42432097,Norfolk Street,1800,40.7164549,-73.9883771,40.71741,-73.9878823
42451593,42447428,Grand Street,1800,40.7164549,-73.9883771,40.7162003,-73.9875301
42451593,42452084,Grand Street,1000,40.7164549,-73.9883771,40.7167118,-73.9891494
42451604,9166033062,East Houston Street,1800,40.7220363,-73.9854838,40.7222849,-73.9862671
42451650,42433542,Forsyth Street,200,40.7142715,-73.9941371,40.7137475,-73.9939452
42451650,42453691,Division Street,1000,40.7142715,-73.9941371,40.7142285,-73.9948397
42451660,42432111,Forsyth Street,200,40.7179269,-73.9930731,40.7188452,-73.9926039
42451660,42429641,"['Hester Street', 'Forsyth Street']",200,40.7179269,-73.9930731,40.7164855,-73.9928237
42451660,42429643,Grand Street,1000,40.7179269,-73.9930731,40.717668,-73.9922172
42451660,42452067,Grand Street,1000,40.7179269,-73.9930731,40.7181637,-73.993839
42451665,42443127,East Houston Street,1800,40.7234794,-73.9902426,40.7237271,-73.9910315
42451674,42428232,West 31st Street,600,40.7465313,-73.9859434,40.7475458,-73.9883326
42451674,42437686,5th Avenue,1000,40.7465313,-73.9859434,40.7459215,-73.9863915
42451695,42446668,10th Avenue,1800,40.7526895,-74.0005305,40.7539186,-73.9996344
42451712,42454391,FDR Drive,1800,40.7200751,-73.9749559,40.7189791,-73.9750822
42451736,9563435886,10th Avenue,1800,40.861311,-73.921232,40.8609294,-73.9215062
42451736,42435415,10th Avenue,1800,40.861311,-73.921232,40.861936,-73.920774
42451744,42438513,East End Avenue,200,40.7704153,-73.9480635,40.7710722,-73.9475897
42451744,42428020,East 79th Street,1000,40.7704153,-73.9480635,40.771399,-73.9504381
42451744,42450641,East 79th Street,1000,40.7704153,-73.9480635,40.7703078,-73.9477641
42451754,371206274,East 81st Street,200,40.7717169,-73.9471185,40.7715895,-73.9468096
42451754,42428024,East 81st Street,200,40.7717169,-73.9471185,40.7727093,-73.9494733
42451754,42439416,East End Avenue,200,40.7717169,-73.9471185,40.772351,-73.946656
42451754,42438513,East End Avenue,200,40.7717169,-73.9471185,40.7710722,-73.9475897
42451766,42428034,East 85th Street,200,40.7742524,-73.945268,40.775245,-73.9476222
42451766,42429348,East End Avenue,200,40.7742524,-73.945268,40.7749461,-73.9447748
42451766,42435522,East End Avenue,200,40.7742524,-73.945268,40.7736238,-73.9457297
42451773,42428039,East 87th Street,200,40.7756198,-73.9442812,40.7766022,-73.9466326
42451773,42445757,East End Avenue,200,40.7756198,-73.9442812,40.7762511,-73.943831
42451773,42429348,East End Avenue,200,40.7756198,-73.9442812,40.7749461,-73.9447748
42451787,387184869,1st Avenue,1800,40.7356057,-73.979453,40.7362172,-73.9790127
42451787,1692450029,East 21st Street,200,40.7356057,-73.979453,40.7366125,-73.9818366
42451932,42442770,"['Amsterdam Avenue', 'Fort George Avenue']",1000,40.8571682,-73.9274354,40.8537179,-73.9268061
42451932,42433346,Audubon Avenue,600,40.8571682,-73.9274354,40.85623,-73.926863
42451932,42433151,Fort George Avenue,1000,40.8571682,-73.9274354,40.8568009,-73.928266
42451987,42446902,West 4th Street,200,40.732841,-74.002124,40.732318,-74.001663
42452006,42452008,Barrow Street,200,40.7318782,-74.008796,40.7320194,-74.010277
42452006,42454642,Washington Street,200,40.7318782,-74.008796,40.7311635,-74.008943
42452008,42436903,West Street,3500,40.7320194,-74.010277,40.7324206,-74.0102359
42452015,42440838,Varick Street,1800,40.7231321,-74.0062154,40.7225692,-74.006317
42452015,5216470727,Grand Street,200,40.7231321,-74.0062154,40.7230023,-74.0050623
42452026,42432142,West Broadway,200,40.722384,-74.003768,40.7233168,-74.0029951
42452026,42433574,Grand Street,1000,40.722384,-74.003768,40.721995,-74.002971
42452040,42449570,Grand Street,1000,40.7216214,-74.0022085,40.721252,-74.001447
42452040,42432152,Greene Street,200,40.7216214,-74.0022085,40.7225657,-74.0014195
42452048,42445489,Grand Street,1000,40.7204371,-73.9998645,40.7200616,-73.999079
42452048,42432161,Crosby Street,200,40.7204371,-73.9998645,40.7214242,-73.9990287
42452056,42432181,Elizabeth Street,200,40.7187939,-73.9956895,40.7198711,-73.9952571
42452056,42437589,Grand Street,1000,40.7187939,-73.9956895,40.7184777,-73.994808
42452067,42432085,Chrystie Street,1000,40.7181637,-73.993839,40.7190796,-73.9933726
42452067,42451660,Grand Street,1000,40.7181637,-73.993839,40.7179269,-73.9930731
42452067,42445603,Chrystie Street,1000,40.7181637,-73.993839,40.7169812,-73.9944635
42452076,42440686,Grand Street,1000,40.7172086,-73.9907021,40.7169795,-73.9899465
42452076,42437962,Grand Street,1000,40.7172086,-73.9907021,40.717351,-73.9911718
42452076,42432103,Orchard Street,200,40.7172086,-73.9907021,40.7181237,-73.9902319
42452084,42440686,Grand Street,1000,40.7167118,-73.9891494,40.7169795,-73.9899465
42452084,42451593,Grand Street,1000,40.7167118,-73.9891494,40.7164549,-73.9883771
42452084,42445617,Essex Street,200,40.7167118,-73.9891494,40.7155607,-73.9897482
42452084,42432099,Essex Street,200,40.7167118,-73.9891494,40.71765,-73.988671
42452107,4375208206,Grand Street,1800,40.7149113,-73.9833552,40.7147078,-73.9824653
42452117,42435550,Lewis Street,200,40.7139728,-73.9799617,40.7154169,-73.9792153
42452117,42427742,Grand Street,1800,40.7139728,-73.9799617,40.714251,-73.9808938
42452117,42437786,Grand Street,1800,40.7139728,-73.9799617,40.7138456,-73.979532
42452130,12998931053,West 157th Street,600,40.8342881,-73.9453866,40.8349454,-73.9467489
42452130,595352904,Edward M. Morgan Place,1000,40.8342881,-73.9453866,40.8336477,-73.9453237
42452130,4207731295,Edward M. Morgan Place,1000,40.8342881,-73.9453866,40.8346333,-73.9454542
42452147,42455059,Audubon Avenue,600,40.8467657,-73.9337745,40.8474152,-73.9333038
42452147,42455252,Audubon Avenue,600,40.8467657,-73.9337745,40.846141,-73.934232
42452147,42423116,West 178th Street,1000,40.8467657,-73.9337745,40.8461578,-73.9323269
42452276,42441926,West 110th Street,1000,40.8057185,-73.9680554,40.804723,-73.9680127
42452276,42441276,Unnamed Street,200,40.8057185,-73.9680554,40.8057489,-73.9681438
42452276,5004570644,Riverside Drive,1000,40.8057185,-73.9680554,40.8069441,-73.9673729
42452290,42435346,Frederick Douglass Circle,1000,40.800581,-73.9584942,40.8003679,-73.9583313
42452310,42446632,Washington Street,200,40.7090829,-74.0140498,40.7082321,-74.0143778
42452310,42452314,Carlisle Street,200,40.7090829,-74.0140498,40.7094404,-74.0148836
42452314,12413032498,West Street,3500,40.7094404,-74.0148836,40.7098267,-74.0147403
42452330,596776659,East 123rd Street,200,40.803701,-73.93986,40.803808,-73.9401148
42452330,42438707,Park Avenue,1800,40.803701,-73.93986,40.8043271,-73.9393933
42452353,42430350,West 47th Street,200,40.7566594,-73.9785571,40.7580163,-73.9817975
42452353,42434072,5th Avenue,1000,40.7566594,-73.9785571,40.7560373,-73.9790227
42452365,42443534,10th Avenue,1800,40.7628026,-73.9931565,40.7634277,-73.9927007
42452365,42430691,West 47th Street,200,40.7628026,-73.9931565,40.7639924,-73.9959815
42452396,42440553,LaGuardia Place,200,40.7299438,-73.9973576,40.7293265,-73.9978721
42452396,42433587,Washington Square South,200,40.7299438,-73.9973576,40.7295644,-73.9965723
42452485,1764400297,Nagle Avenue,1800,40.861259,-73.925668,40.8612972,-73.9255794
42452485,42427855,Thayer Street,200,40.861259,-73.925668,40.863238,-73.926923
42452485,42431177,Nagle Avenue,1800,40.861259,-73.925668,40.860956,-73.926502
42452495,42445634,Nagle Avenue,1800,40.8631202,-73.9206133,40.8624268,-73.9225094
42452495,42446604,West 204th Street,600,40.8631202,-73.9206133,40.864112,-73.92125
42452495,1763748995,Nagle Avenue,1800,40.8631202,-73.9206133,40.8634843,-73.9197437
42452495,42455493,West 204th Street,600,40.8631202,-73.9206133,40.8626109,-73.9202964
42452556,5799766717,Market Slip,200,40.7100934,-73.9940953,40.7105597,-73.9941336
42452556,42444116,Market Slip,200,40.7100934,-73.9940953,40.7095135,-73.9940239
42452564,42439485,West 118th Street,200,40.8033044,-73.9486636,40.801971,-73.945508
42452564,42453226,Malcolm X Boulevard,1000,40.8033044,-73.9486636,40.803934,-73.9482051
42452598,42431805,Charles Street,200,40.7348912,-74.0031527,40.7346517,-74.0047458
42452598,42457421,West 4th Street,200,40.7348912,-74.0031527,40.7355308,-74.0033399
42452610,42452613,Charles Street,200,40.7341015,-74.008507,40.7338609,-74.0101038
42452610,42457735,Washington Street,200,40.7341015,-74.008507,40.7333916,-74.0085749
42452613,42453468,West Street,3500,40.7338609,-74.0101038,40.7345724,-74.0100438
42452620,42457292,Beekman Street,200,40.7072195,-74.0027472,40.7076706,-74.0031101
42452630,42421946,Front Street,200,40.7042989,-74.0076468,40.7038253,-74.0083431
42452630,42444223,Gouverneur Lane,200,40.7042989,-74.0076468,40.7037626,-74.0070517
42452700,42452630,Front Street,200,40.704799,-74.0069515,40.7042989,-74.0076468
42452700,42444230,Wall Street,200,40.704799,-74.0069515,40.7042528,-74.0062946
42452708,42444242,Maiden Lane,600,40.7057998,-74.0055192,40.7052329,-74.0047485
42452708,42452700,Front Street,200,40.7057998,-74.0055192,40.704799,-74.0069515
42452708,42454798,Maiden Lane,600,40.7057998,-74.0055192,40.7061497,-74.0060206
42452809,42448726,5th Avenue,1000,40.7859791,-73.957172,40.7853453,-73.9576355
42452812,596776144,East 93rd Street,200,40.7845895,-73.9538777,40.7846661,-73.9540596
42452812,42444491,Park Avenue,1800,40.7845895,-73.9538777,40.7852132,-73.9534225
42452814,42444506,1st Avenue,1800,40.7813177,-73.9461351,40.781947,-73.94567
42452814,42443050,East 93rd Street,200,40.7813177,-73.9461351,40.7823112,-73.9485053
42452814,589929417,East 93rd Street,200,40.7813177,-73.9461351,40.7805427,-73.9442562
42452816,42452817,Worth Street,200,40.7176762,-74.0075505,40.7170784,-74.0062368
42452816,42436327,Worth Street,200,40.7176762,-74.0075505,40.7182739,-74.0088803
42452816,42429832,West Broadway,1000,40.7176762,-74.0075505,40.7171326,-74.0079807
42452817,42452816,Worth Street,200,40.7170784,-74.0062368,40.7176762,-74.0075505
42452817,42448171,Church Street,1000,40.7170784,-74.0062368,40.717674,-74.0057722
42452817,42428411,Worth Street,200,40.7170784,-74.0062368,40.7162939,-74.0045248
42452875,42446994,East 52nd Street,200,40.7584106,-73.9729808,40.7577574,-73.9714431
42452875,42436703,Park Avenue,1800,40.7584106,-73.9729808,40.7590253,-73.9725324
42452882,370927297,East 52nd Street,200,40.7551314,-73.9652321,40.7542717,-73.9631773
42452882,42436714,1st Avenue,1800,40.7551314,-73.9652321,40.7557614,-73.9647728
42452936,42446424,Delancey Street,200,40.7153027,-73.976483,40.7154997,-73.9772223
42452936,42424641,FDR Drive,200,40.7153027,-73.976483,40.7146584,-73.9768194
42452951,42438485,5th Avenue,1000,40.7783119,-73.962763,40.7776743,-73.9632228
42452954,596776095,East 81st Street,200,40.7769299,-73.9594687,40.7770056,-73.9596488
42452954,42439395,Park Avenue,1800,40.7769299,-73.9594687,40.7775625,-73.9590065
42452956,42443029,East 81st Street,200,40.7736593,-73.9517225,40.774666,-73.9540995
42452956,42439409,1st Avenue,1800,40.7736593,-73.9517225,40.7742922,-73.9512608
42452973,42445908,East 36th Street,1000,40.7497277,-73.9836173,40.7490548,-73.9820225
42452973,42434946,5th Avenue,1000,40.7497277,-73.9836173,40.7491045,-73.9840705
42452975,42434429,West 36th Street,1000,40.7558737,-73.9982088,40.7552202,-73.9966484
42452975,42443975,10th Avenue,1800,40.7558737,-73.9982088,40.7564802,-73.997767
42452994,42451370,Morris Street,200,40.7064654,-74.0151189,40.7066739,-74.0159381
42452994,588546882,Washington Street,200,40.7064654,-74.0151189,40.7049418,-74.0156386
42453000,42444055,1st Avenue,1800,40.7501172,-73.9688692,40.7507505,-73.9684095
42453005,8122411159,Park Avenue,1800,40.7508073,-73.9784855,40.7514181,-73.9780429
42453005,42446949,East 40th Street,200,40.7508073,-73.9784855,40.7501697,-73.9769912
42453008,42445666,Tunnel Approach Street,200,40.7481912,-73.9722915,40.7475701,-73.9727421
42453008,12840833852,East 40th Street,200,40.7481912,-73.9722915,40.7475905,-73.9708704
42453011,11003445421,1st Avenue,1800,40.7475533,-73.9707856,40.7478303,-73.9705802
42453038,42453059,Franklin Street,200,40.7190677,-74.0069661,40.71887,-74.0066144
42453038,42448162,Varick Street,1000,40.7190677,-74.0069661,40.718278,-74.0070866
42453059,42430115,Franklin Street,200,40.71887,-74.0066144,40.7182917,-74.0053562
42453059,42448162,West Broadway,1000,40.71887,-74.0066144,40.718278,-74.0070866
42453087,5993830853,"['Mitchell Place', 'Beekman Place']",200,40.753314,-73.964811,40.7533202,-73.9665034
42453087,42459579,East 50th Street,200,40.753314,-73.964811,40.7531536,-73.9644223
42453087,42440472,Beekman Place,200,40.753314,-73.964811,40.753935,-73.964347
42453104,42446528,4th Avenue,1800,40.731968,-73.9902172,40.7327562,-73.990029
42453156,42453158,East 5th Street,200,40.7236873,-73.9814332,40.7228867,-73.9797217
42453158,42453156,East 5th Street,200,40.7228867,-73.9797217,40.7236873,-73.9814332
42453158,42455175,Avenue C,1000,40.7228867,-73.9797217,40.7222831,-73.9801612
42453158,42444833,Avenue C,1000,40.7228867,-73.9797217,40.7235008,-73.9792747
42453160,42453158,East 5th Street,200,40.721885,-73.977346,40.7228867,-73.9797217
42453160,42444835,Avenue D,600,40.721885,-73.977346,40.722498,-73.976893
42453160,42455396,Avenue D,600,40.721885,-73.977346,40.721277,-73.977788
42453166,42442850,East 5th Street,200,40.725796,-73.986623,40.7267997,-73.9889783
42453166,42444827,1st Avenue,1800,40.725796,-73.986623,40.726409,-73.986176
42453175,42455051,Avenue A,1000,40.7248589,-73.9843993,40.7242664,-73.9848308
42453175,42444829,Avenue A,1000,40.7248589,-73.9843993,40.7254711,-73.9839534
42453177,42453175,East 5th Street,200,40.723882,-73.982083,40.7248589,-73.9843993
42453177,42444832,Avenue B,600,40.723882,-73.982083,40.724494,-73.981637
42453177,42455083,Avenue B,600,40.723882,-73.982083,40.723278,-73.982524
42453187,42442913,East 33rd Street,200,40.7430899,-73.9740139,40.7441114,-73.9763847
42453187,42445390,1st Avenue,1800,40.7430899,-73.9740139,40.7437863,-73.973508
42453216,42446772,Malcolm X Boulevard,1000,40.8006933,-73.9505653,40.8013237,-73.9501099
42453220,3099327950,West 117th Street,200,40.8026735,-73.949123,40.8027375,-73.9492747
42453220,42452564,Malcolm X Boulevard,1000,40.8026735,-73.949123,40.8033044,-73.9486636
42453226,3099326128,West 119th Street,200,40.803934,-73.9482051,40.8039962,-73.9483526
42453226,42429727,Malcolm X Boulevard,1000,40.803934,-73.9482051,40.8045555,-73.947737
42453236,42438908,Malcolm X Boulevard,1000,40.8058089,-73.946821,40.8064396,-73.9463669
42453236,42442123,West 122nd Street,200,40.8058089,-73.946821,40.8051509,-73.9452617
42453241,3099326118,West 124th Street,200,40.8070675,-73.9459054,40.8071315,-73.9460569
42453241,42453246,Malcolm X Boulevard,1000,40.8070675,-73.9459054,40.8077463,-73.9454127
42453246,3099326120,West 125th Street,1800,40.8077463,-73.9454127,40.8078108,-73.9455708
